Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
,312,103,3,2.8,3.2,8.66,1,0.62
,305,98,1,1.8,2.4,8.23,1,0.52
,304,105,4,4.2,4.0,9.41,0,0.53
,305,99,2,2.3,2.6,8.48,1,0.54
,328,106,4,3.8,4.5,9.77,1,0.79
,302,103,3,3.9,3.8,9.25,0,0.49
,329,110,5,4.4,4.7,9.78,1,0.86
,322,106,4,3.7,4.1,9.52,1,0.74
,309,99,2,2.2,2.8,8.7,1,0.55
,339,115,5,4.9,5.0,9.92,1,0.95
,309,104,3,3.6,3.8,9.07,0,0.6
,332,108,5,4.4,4.7,9.86,1,0.86
,306,103,3,3.7,3.7,9.06,0,0.55
,338,115,5,4.9,5.0,9.92,1,0.95
,293,95,1,2.0,1.8,8.52,0,0.37
,333,110,5,4.6,4.8,9.89,1,0.9
,307,101,2,2.7,3.1,8.76,0,0.55
,303,99,2,2.3,2.5,8.25,0,0.51
,302,101,3,3.4,3.2,8.98,0,0.51
,336,113,5,4.8,4.9,9.9,1,0.93
,313,100,2,2.3,3.2,8.95,1,0.58
,318,103,3,2.9,3.6,9.13,1,0.67
,317,102,3,3.2,3.7,9.31,1,0.67
,316,103,3,3.3,3.6,9.2,1,0.68
,311,102,2,2.6,3.1,8.66,1,0.6
,309,103,3,3.6,3.7,9.23,0,0.59
,311,104,3,3.3,3.5,9.04,0,0.64
,316,100,3,2.8,3.8,9.42,1,0.63
,309,102,2,2.9,3.0,8.79,0,0.57
,337,112,5,4.8,4.9,9.91,1,0.92
,327,102,3,3.4,4.5,9.81,1,0.76
,303,104,4,4.1,3.9,9.34,0,0.52
,309,101,2,2.3,2.9,8.61,1,0.58
,314,103,3,2.8,3.4,8.84,1,0.64
,297,102,3,4.3,4.0,9.6,0,0.41
,294,95,1,2.1,1.8,8.48,0,0.38
,322,105,3,3.3,3.9,9.32,1,0.72
,312,104,3,3.5,3.6,8.93,0,0.63
,303,99,2,2.6,2.7,8.49,0,0.51
,316,103,3,3.2,3.8,9.3,1,0.7
,322,104,3,3.3,4.1,9.48,1,0.73
,313,102,2,2.6,3.1,8.76,1,0.62
,299,101,3,3.5,3.3,9.22,0,0.45
,312,102,2,2.9,3.5,8.95,1,0.64
,298,103,4,4.3,3.9,9.56,0,0.42
,308,100,2,2.3,3.0,8.43,1,0.57
,298,99,2,3.0,2.9,8.92,0,0.43
,313,103,2,2.8,3.1,8.6,1,0.63
,308,105,3,3.7,3.7,9.14,0,0.56
,319,105,3,3.3,3.9,9.38,1,0.72
,304,105,4,4.4,4.1,9.44,0,0.51
,330,110,5,4.4,4.5,9.75,1,0.87
,319,105,3,3.4,3.7,9.1,1,0.71
,295,101,4,4.5,4.1,9.69,0,0.39
,318,103,3,2.8,3.6,9.04,1,0.69
,302,98,2,2.1,2.3,8.31,0,0.5
,318,106,4,3.4,3.9,9.16,1,0.71
,335,109,5,4.6,4.9,9.91,1,0.89
,294,96,1,2.2,2.1,8.52,0,0.38
,304,99,2,2.3,2.8,8.56,0,0.51
,298,100,3,3.4,3.2,9.02,0,0.44
,321,104,3,3.4,4.1,9.52,1,0.72
,316,106,3,3.3,3.6,8.96,1,0.69
,312,102,3,2.7,3.2,8.69,1,0.6
,319,104,3,3.3,4.0,9.44,1,0.7
,292,95,1,2.8,2.2,9.23,0,0.35
,318,106,4,3.5,4.0,9.21,1,0.69
,305,103,3,3.4,3.3,8.85,0,0.55
,319,105,3,3.3,3.8,9.19,1,0.69
,292,94,1,2.6,2.5,9.17,0,0.35
,325,108,4,4.0,4.3,9.53,1,0.81
,325,103,4,3.6,4.5,9.76,1,0.77
,308,106,4,4.0,3.9,9.24,0,0.59
,323,109,4,4.0,4.2,9.41,1,0.77
,299,108,5,4.9,4.7,9.84,0,0.43
,321,103,3,3.2,4.0,9.53,1,0.71
,300,98,2,2.3,2.4,8.56,0,0.46
,328,109,4,4.2,4.4,9.7,1,0.84
,330,104,4,3.9,4.6,9.86,1,0.8
,338,111,5,4.9,5.0,9.92,1,0.93
,313,101,2,2.7,3.2,8.74,1,0.63
,299,101,3,3.8,3.6,9.27,0,0.45
,305,102,3,3.2,3.2,8.75,0,0.55
,311,99,2,2.4,2.9,8.83,1,0.59
,305,105,4,4.2,4.2,9.43,0,0.53
,310,103,3,3.4,3.6,9.0,0,0.62
,327,106,4,4.0,4.5,9.73,1,0.8
,311,103,3,2.8,3.1,8.59,1,0.62
,328,108,4,4.1,4.4,9.69,1,0.83
,321,106,4,3.5,3.8,9.12,1,0.74
,315,105,4,3.5,3.9,9.18,1,0.7
,317,104,3,3.4,3.8,9.26,1,0.7
,294,96,1,2.3,2.1,8.64,0,0.38
,302,99,2,2.2,2.4,8.18,0,0.51
,324,107,4,3.8,4.3,9.54,1,0.78
,325,105,4,4.0,4.5,9.74,1,0.79
,297,98,2,2.6,2.5,8.64,0,0.42
,298,98,2,2.6,2.5,8.66,0,0.43
,329,110,5,4.3,4.6,9.72,1,0.85
,328,105,4,4.1,4.7,9.81,1,0.82
,316,104,3,3.1,3.4,8.89,1,0.67
,296,100,3,4.0,3.5,9.45,0,0.4
,314,101,3,2.7,3.5,9.18,1,0.63
,316,104,3,3.1,3.6,8.95,1,0.69
,297,95,1,1.5,1.7,7.92,0,0.43
,306,110,4,4.8,4.7,9.75,0,0.55
,301,100,2,2.9,2.8,8.71,0,0.48
,301,101,3,3.5,3.3,9.07,0,0.47
,302,102,3,3.6,3.7,9.2,0,0.5
,296,96,1,2.1,1.9,8.31,0,0.41
,315,104,3,3.2,3.5,8.96,1,0.67
,297,97,2,2.2,2.2,8.46,0,0.42
,309,104,4,3.8,3.9,9.2,0,0.6
,300,104,4,4.4,4.2,9.62,0,0.46
,300,98,2,2.1,2.2,8.3,0,0.47
,309,97,1,2.0,2.9,8.88,1,0.54
,294,98,2,3.4,2.9,9.29,0,0.38
,321,105,4,3.7,4.0,9.4,1,0.74
,316,102,3,3.0,3.4,9.21,1,0.66
,306,102,3,3.4,3.6,9.02,0,0.56
,314,105,3,3.3,3.7,9.03,0,0.66
,314,105,3,3.6,3.7,9.05,0,0.65
,308,97,1,2.0,2.9,8.93,1,0.53
,315,102,3,2.8,3.7,9.25,1,0.63
,309,102,2,3.0,3.3,8.62,1,0.59
,321,103,3,3.3,4.2,9.58,1,0.73
,312,102,2,2.9,3.1,8.82,1,0.63
,304,99,2,2.8,2.8,8.63,0,0.54
,317,104,3,3.4,3.7,9.22,1,0.69
,305,100,2,2.5,2.7,8.62,0,0.49
,298,100,2,3.2,3.0,9.01,0,0.44
,300,100,2,2.8,2.7,8.9,0,0.45
,332,107,4,4.2,4.7,9.85,1,0.86
,309,102,3,2.8,3.1,8.81,0,0.59
,301,98,2,2.1,2.3,8.35,0,0.46
,294,96,1,2.2,2.2,8.73,0,0.38
,333,110,5,4.5,4.7,9.86,1,0.88
,311,101,2,2.5,2.9,8.71,1,0.6
,308,101,2,2.4,2.8,8.47,1,0.57
,316,111,5,4.7,4.6,9.65,0,0.7
,315,104,3,3.0,3.2,8.83,1,0.66
,312,104,3,3.2,3.4,8.65,0,0.65
,292,97,3,4.3,3.7,9.7,0,0.36
,310,101,2,2.5,2.9,8.57,1,0.58
,319,103,3,3.2,3.8,9.41,1,0.67
,318,106,4,3.6,3.9,9.17,1,0.72
,322,105,3,3.7,4.0,9.52,1,0.72
,311,101,2,2.5,2.9,8.67,1,0.61
,332,105,4,4.0,4.8,9.89,1,0.83
,301,101,3,3.2,3.1,8.87,0,0.48
,293,100,3,4.6,4.0,9.76,0,0.37
,323,108,4,3.7,4.1,9.35,1,0.77
,294,98,2,3.5,3.1,9.29,0,0.39
,298,102,3,4.0,3.7,9.42,0,0.45
,317,104,3,3.3,3.9,9.21,1,0.7
,313,103,3,2.9,3.3,8.72,1,0.63
,299,97,2,2.1,2.3,8.39,0,0.45
,318,100,3,2.9,4.1,9.59,1,0.66
,300,100,2,2.9,2.9,8.84,0,0.48
,334,110,5,4.7,4.9,9.89,1,0.9
,307,104,3,3.9,3.9,9.27,0,0.57
,319,102,3,3.1,3.9,9.47,1,0.69
,310,100,2,2.4,2.9,8.68,1,0.57
,307,104,3,3.5,3.4,8.93,0,0.57
,297,96,1,1.8,2.0,8.21,0,0.42
,308,102,2,2.8,3.1,8.5,1,0.6
,305,101,3,3.3,3.5,8.95,0,0.53
,302,102,3,3.0,2.8,8.87,0,0.49
,301,100,2,3.1,3.0,8.86,0,0.47
,303,98,1,1.9,2.3,8.17,1,0.51
,331,108,5,4.5,4.7,9.85,1,0.85
,312,104,3,3.0,3.3,8.71,1,0.65
,322,105,4,3.7,4.0,9.38,1,0.75
,316,103,3,3.0,3.6,9.06,1,0.68
,308,99,2,2.1,2.6,8.61,1,0.54
,312,103,3,2.9,3.2,8.61,1,0.63
,316,100,2,2.5,3.4,9.33,1,0.61
,300,101,3,3.8,3.5,9.23,0,0.46
,311,101,2,2.6,3.0,8.77,1,0.61
,307,103,3,3.4,3.4,8.87,0,0.57
,298,100,2,3.3,3.1,9.08,0,0.45
,317,104,3,3.3,3.6,9.03,1,0.68
,302,104,4,4.1,3.8,9.34,0,0.5
,314,99,2,2.6,3.5,9.16,1,0.64
,302,102,3,3.5,3.3,9.11,0,0.48
,311,104,3,3.2,3.5,8.93,1,0.63
,299,100,2,3.4,3.1,9.05,0,0.45
,301,101,3,3.6,3.6,9.23,0,0.49
,315,102,3,2.6,3.5,9.0,1,0.65
,322,106,4,3.8,4.1,9.48,1,0.75
,302,101,2,2.9,2.8,8.69,0,0.51
,316,100,3,3.0,4.0,9.53,1,0.68
,296,98,2,3.1,2.8,8.94,0,0.41
,325,102,3,3.5,4.3,9.69,1,0.75
,320,102,3,3.1,4.0,9.49,1,0.69
,318,101,3,2.8,3.8,9.33,1,0.67
,321,106,4,3.8,4.0,9.42,1,0.74
,296,100,3,4.1,3.8,9.49,0,0.41
,309,102,3,3.3,3.4,8.88,0,0.58
,328,106,4,3.9,4.5,9.8,1,0.79
,299,104,4,4.5,4.1,9.58,0,0.45
,321,106,4,3.7,3.9,9.34,1,0.73
,311,104,3,3.1,3.2,8.79,0,0.62
,315,102,3,3.0,3.5,9.07,1,0.68
,306,103,3,3.1,3.1,8.76,0,0.55
,308,100,2,2.2,2.8,8.53,1,0.55
,302,104,4,4.2,3.9,9.38,0,0.5
,298,101,3,4.1,3.8,9.46,0,0.42
,313,103,3,3.1,3.6,9.05,1,0.67
,326,109,4,4.2,4.3,9.54,1,0.82
,298,101,3,3.8,3.6,9.41,0,0.42
,308,104,3,3.4,3.4,8.85,0,0.59
,304,97,1,1.9,2.2,8.24,1,0.51
,303,98,2,2.1,2.4,8.35,0,0.5
,318,103,3,3.2,3.9,9.4,1,0.69
,299,97,1,2.1,2.2,8.44,0,0.45
,319,105,3,3.2,3.7,9.14,1,0.7
,317,101,3,3.0,3.7,9.4,1,0.68
,301,100,3,3.4,3.3,9.11,0,0.47
,330,105,4,3.9,4.7,9.85,1,0.8
,294,97,2,3.2,2.8,9.21,0,0.38
,316,104,3,3.2,3.6,8.97,1,0.69
,311,109,4,4.5,4.4,9.5,0,0.62
,293,99,3,4.0,3.5,9.6,0,0.37
,309,102,2,2.7,3.1,8.57,0,0.6
,321,104,4,3.3,4.2,9.46,1,0.74
,314,102,3,3.1,3.8,9.31,1,0.65
,311,100,2,2.5,3.1,8.81,1,0.59
,314,102,2,2.8,3.3,8.76,1,0.64
,295,96,2,2.3,2.2,8.64,0,0.39
,306,97,1,1.8,2.5,8.69,1,0.5
,296,100,3,3.7,3.3,9.29,0,0.41
,322,104,3,3.6,4.1,9.5,1,0.74
,293,95,1,2.0,1.9,8.56,0,0.37
,320,102,3,3.1,4.1,9.56,1,0.69
,334,113,5,4.7,4.8,9.82,1,0.9
,296,98,2,3.0,2.9,8.91,0,0.41
,307,103,3,3.3,3.3,8.85,0,0.58
,292,95,2,2.9,2.4,9.21,0,0.36
,297,100,3,3.6,3.3,9.22,0,0.43
,318,101,3,2.8,3.8,9.35,1,0.66
,303,101,2,2.9,2.9,8.68,0,0.5
,328,105,4,3.9,4.6,9.81,1,0.79
,311,99,2,2.2,3.2,9.02,1,0.57
,328,108,4,4.2,4.5,9.75,1,0.83
,308,103,3,3.0,3.4,8.9,0,0.56
,299,95,1,1.4,1.7,7.9,1,0.45
,324,107,4,4.0,4.3,9.59,1,0.81
,327,109,4,4.2,4.5,9.65,1,0.83
,297,99,2,3.2,2.9,9.0,0,0.43
,302,105,4,4.3,4.1,9.43,0,0.5
,324,104,4,3.5,4.5,9.7,1,0.73
,310,100,2,2.4,3.2,8.77,1,0.59
,304,103,3,3.8,3.7,9.21,0,0.52
,303,110,4,4.8,4.7,9.77,0,0.5
,308,102,2,2.5,2.7,8.45,0,0.58
,311,100,2,2.5,3.1,8.9,1,0.61
,314,99,2,2.5,3.7,9.36,1,0.61
,306,102,3,3.2,3.2,8.78,0,0.56
,309,102,2,2.8,3.1,8.66,1,0.61
,302,101,3,3.4,3.3,8.98,0,0.49
,317,103,3,3.1,3.7,9.32,1,0.69
,307,108,4,4.5,4.5,9.58,0,0.56
,300,106,4,4.7,4.5,9.73,0,0.45
,315,104,3,3.2,3.4,8.98,1,0.65
,312,103,2,3.0,3.6,8.85,1,0.63
,298,100,3,3.4,3.2,9.13,0,0.44
,293,94,1,2.0,1.8,8.6,0,0.37
,301,106,4,4.4,4.2,9.58,0,0.5
,309,100,2,2.3,2.7,8.4,1,0.58
,310,105,4,4.0,4.0,9.31,0,0.61
,324,107,4,3.8,4.3,9.55,1,0.78
,324,107,4,3.8,4.2,9.6,1,0.77
,296,96,1,2.0,2.0,8.32,0,0.41
,311,100,2,2.7,3.3,8.97,1,0.61
,305,100,2,2.7,3.0,8.64,0,0.54
,313,102,2,2.6,3.2,8.75,1,0.6
,311,99,2,2.3,3.0,8.83,1,0.58
,327,108,4,4.1,4.3,9.62,1,0.81
,297,99,2,3.1,2.9,8.97,0,0.42
,303,99,2,2.3,2.6,8.53,0,0.51
,300,98,1,2.1,2.3,8.38,0,0.44
,315,100,2,2.5,3.3,9.19,1,0.62
,308,98,2,2.2,3.0,8.98,1,0.57
,312,104,3,3.2,3.4,8.97,0,0.63
,311,99,2,2.5,2.8,8.96,1,0.6
,301,100,2,2.7,2.5,8.71,0,0.46
,318,104,3,3.3,3.8,9.2,1,0.67
,317,103,3,3.0,3.7,9.14,1,0.68
,295,97,1,2.2,2.1,8.51,0,0.4
,300,109,5,4.9,4.8,9.86,0,0.44
,299,101,3,3.6,3.4,9.24,0,0.45
,305,102,3,3.1,3.2,8.79,0,0.53
,310,101,2,2.5,2.9,8.54,1,0.6
,313,104,3,2.9,3.5,8.79,1,0.65
,313,101,2,2.6,3.3,8.85,1,0.62
,307,104,3,3.6,3.6,9.01,0,0.56
,321,107,4,3.9,4.3,9.46,1,0.76
,310,101,2,2.4,2.8,8.57,1,0.59
,332,110,5,4.4,4.7,9.84,1,0.86
,315,102,2,2.8,3.3,9.02,1,0.64
,331,104,4,3.9,4.7,9.87,1,0.78
,299,99,2,2.8,2.7,8.78,0,0.45
,306,101,2,2.8,3.0,8.73,0,0.56
,311,103,3,3.0,3.3,8.74,0,0.6
,311,103,3,2.9,3.2,8.64,1,0.63
,301,96,1,1.5,2.0,7.97,1,0.47
,301,103,4,4.2,4.1,9.43,0,0.49
,317,103,3,3.3,3.8,9.33,1,0.69
,306,97,1,1.8,2.6,8.44,1,0.53
,315,103,3,2.7,3.3,8.85,1,0.66
,307,97,1,1.8,2.7,8.6,1,0.53
,302,102,3,3.3,3.2,8.95,0,0.49
,311,102,3,2.9,3.2,8.7,1,0.62
,319,105,3,3.4,3.7,9.19,1,0.71
,309,105,3,3.7,3.6,9.05,0,0.6
,322,103,3,3.4,4.0,9.6,1,0.72
,328,104,4,3.8,4.4,9.8,1,0.77
,309,101,2,2.4,2.8,8.39,1,0.57
,328,108,4,4.3,4.5,9.74,1,0.83
,317,104,3,3.3,3.9,9.3,1,0.7
,325,101,3,3.3,4.3,9.77,1,0.73
,315,99,2,2.6,3.7,9.43,1,0.62
,313,99,2,2.5,3.5,9.22,1,0.61
,313,101,2,2.4,3.2,8.88,1,0.59
,298,101,3,3.8,3.5,9.34,0,0.44
,294,94,1,1.4,1.5,7.88,0,0.38
,319,105,3,3.4,3.8,9.2,1,0.73
,305,103,3,3.7,3.6,9.02,0,0.53
,322,107,4,3.8,4.1,9.38,1,0.77
,300,103,4,4.2,4.0,9.42,0,0.47
,313,103,3,3.0,3.2,8.89,1,0.65
,316,103,3,3.0,3.6,9.06,1,0.66
,310,105,3,3.7,3.7,9.01,0,0.63
,307,99,2,2.1,2.5,8.24,1,0.56
,300,103,4,4.1,3.8,9.39,0,0.46
,331,107,4,4.2,4.6,9.81,1,0.84
,319,105,4,3.4,3.9,9.35,1,0.72
,303,102,3,3.3,3.1,8.88,0,0.51
,319,102,3,3.0,3.8,9.25,1,0.7
,316,107,4,3.9,4.0,9.33,0,0.68
,329,107,4,3.9,4.4,9.76,1,0.81
,319,102,3,2.9,3.7,9.34,1,0.69
,301,100,2,3.1,3.1,8.88,0,0.48
,316,103,3,3.1,3.7,9.17,1,0.66
,308,101,2,2.6,3.0,8.66,0,0.57
,306,103,3,3.8,3.7,9.27,0,0.54
,298,101,3,3.9,3.6,9.37,0,0.43
,300,99,2,2.6,2.6,8.54,0,0.47
,335,108,5,4.6,4.9,9.9,1,0.9
,318,105,3,3.6,3.8,9.26,1,0.72
,308,103,3,3.1,3.2,8.86,0,0.59
,330,100,4,3.9,4.8,9.9,1,0.79
,320,104,3,3.3,3.9,9.43,1,0.7
,306,100,2,2.1,2.5,8.21,1,0.55
,303,101,3,3.3,3.2,9.03,0,0.5
,305,97,1,1.7,2.7,8.52,1,0.51
,306,103,3,3.0,3.0,8.75,0,0.54
,304,103,3,3.6,3.5,9.09,0,0.52
,305,100,2,2.7,2.9,8.55,0,0.53
,299,101,3,3.6,3.4,9.21,0,0.45
,306,103,3,3.3,3.3,8.9,0,0.54
,330,108,4,4.2,4.6,9.79,1,0.83
,294,97,2,3.3,2.9,9.13,0,0.39
,295,99,3,3.8,3.4,9.42,0,0.39
,299,95,1,1.4,1.7,7.91,1,0.45
,303,103,3,3.9,3.9,9.33,0,0.5
,297,106,5,4.9,4.7,9.83,0,0.42
,318,105,4,3.4,3.9,9.25,1,0.72
,304,107,4,4.6,4.3,9.58,0,0.52
,298,98,2,2.5,2.5,8.68,0,0.43
,300,103,4,4.2,3.9,9.46,0,0.46
,325,107,4,4.2,4.4,9.7,1,0.81
,318,104,3,3.2,3.7,9.05,1,0.7
,312,102,2,2.6,3.1,8.62,1,0.63
,309,101,2,2.5,2.8,8.38,1,0.59
,332,108,4,4.2,4.7,9.86,1,0.83
,326,105,4,3.7,4.2,9.66,1,0.77
,315,103,3,3.1,3.7,9.03,1,0.7
,300,105,4,4.4,4.2,9.52,0,0.48
,303,102,3,3.5,3.5,9.05,0,0.52
,316,105,4,3.8,4.1,9.48,1,0.7
,308,100,2,2.4,2.7,8.56,1,0.54
,299,100,2,3.1,3.0,9.0,0,0.45
,310,103,2,2.7,2.9,8.54,0,0.6
,300,96,1,1.5,1.8,7.93,1,0.46
,314,106,3,3.6,3.7,9.01,1,0.69
,298,99,2,2.6,2.6,8.66,0,0.43
,301,100,2,2.9,3.1,8.91,0,0.47
,313,102,2,2.8,3.4,8.96,1,0.64
,299,103,4,4.4,4.2,9.63,0,0.44
,325,103,3,3.4,4.3,9.75,1,0.73
,301,96,1,1.6,1.9,7.95,1,0.46
,308,101,2,2.5,2.7,8.41,1,0.59
,315,105,3,3.2,3.7,9.0,1,0.69
,308,113,5,4.9,4.9,9.83,0,0.57
,322,104,3,3.3,4.0,9.56,1,0.72
,307,102,2,2.9,3.1,8.85,0,0.56
,302,102,3,3.5,3.4,9.11,0,0.48
,303,107,4,4.6,4.3,9.63,0,0.49
,322,107,4,3.6,4.0,9.41,1,0.74
,321,104,3,3.5,4.1,9.51,1,0.73
,315,105,3,3.0,3.4,8.74,1,0.67
,297,98,2,2.8,2.5,8.81,0,0.43
,298,102,4,4.3,4.0,9.63,0,0.41
,322,105,4,3.6,4.1,9.57,1,0.73
,309,101,2,2.7,2.9,8.56,0,0.58
,315,101,3,2.8,3.5,9.22,1,0.64
,309,105,4,4.0,3.9,9.23,0,0.6
,297,99,2,3.0,2.8,8.91,0,0.42
,296,97,2,2.8,2.7,8.91,0,0.4
,293,96,2,3.6,3.1,9.47,0,0.37
,320,105,3,3.6,4.0,9.48,1,0.74
,318,104,3,3.0,3.4,9.09,1,0.68
,326,107,4,4.0,4.4,9.63,1,0.8
,331,106,4,4.2,4.7,9.87,1,0.85
,316,104,3,3.1,3.5,8.96,1,0.71
,309,103,3,3.0,3.3,8.74,0,0.59
,311,99,2,2.4,2.9,9.05,1,0.59
,309,101,2,2.5,3.0,8.53,1,0.58
,309,104,3,3.3,3.6,8.87,0,0.61
,323,105,4,3.7,4.0,9.42,1,0.75
,301,103,4,4.2,4.0,9.44,0,0.48
,320,105,4,3.4,4.0,9.31,1,0.74
,299,98,1,2.0,2.2,8.3,0,0.46
,323,107,4,3.8,4.2,9.5,1,0.78
,331,109,5,4.4,4.6,9.82,1,0.85
,316,101,3,3.1,4.0,9.46,1,0.67
,328,104,3,3.7,4.4,9.79,1,0.78
,307,100,2,2.4,2.9,8.74,1,0.56
,309,102,3,3.1,3.2,8.7,0,0.59
,321,106,3,3.6,4.0,9.44,1,0.75
,295,96,1,2.2,2.1,8.72,0,0.39
,300,101,2,3.2,3.0,8.93,0,0.47
,314,100,2,2.4,3.4,9.17,1,0.59
,312,101,2,2.4,3.0,8.64,1,0.6
,323,106,4,3.6,4.1,9.6,1,0.73
,313,100,2,2.7,3.5,9.15,1,0.63
,309,101,2,2.6,2.9,8.53,1,0.6
,304,101,3,3.1,3.2,8.91,0,0.52
,323,104,4,3.6,4.2,9.62,1,0.74
,311,104,3,3.2,3.4,8.75,0,0.62
,302,100,2,2.7,2.6,8.55,0,0.5
,306,102,3,3.1,3.3,8.87,0,0.54
,326,107,4,3.9,4.3,9.67,1,0.81
,299,101,3,3.6,3.6,9.25,0,0.45
,307,101,3,2.9,3.1,8.78,0,0.54
,313,102,2,2.6,3.1,8.74,1,0.62
,303,98,1,1.8,2.1,8.12,1,0.5
,314,102,3,2.8,3.5,8.99,1,0.64
,305,99,2,2.0,2.6,8.21,1,0.51
,306,106,4,4.2,3.9,9.39,0,0.57
,303,101,3,3.4,3.3,8.91,0,0.53
,316,103,3,3.2,3.9,9.31,1,0.69
,316,105,3,3.3,3.9,9.1,1,0.69
,328,106,4,4.0,4.6,9.8,1,0.83
,307,100,2,2.5,3.0,8.52,1,0.58
,320,106,4,3.7,3.9,9.23,1,0.74
,297,96,1,1.7,1.8,8.01,0,0.41
,301,105,4,4.5,4.3,9.59,0,0.48
,311,101,2,2.5,3.0,8.51,1,0.6
,322,108,4,3.9,4.0,9.39,1,0.78
,311,103,3,3.0,3.3,8.83,0,0.59
,300,99,2,2.9,2.9,8.82,0,0.46
,319,103,3,3.3,3.7,9.38,1,0.7
,303,99,2,2.3,2.6,8.41,0,0.5
,325,106,4,3.8,4.4,9.59,1,0.8
,310,104,3,3.6,3.5,9.02,0,0.61
,311,101,2,2.5,3.0,8.97,1,0.61
,314,102,3,2.8,3.5,9.1,1,0.64
,292,94,1,2.6,2.1,8.9,0,0.36
,299,103,3,4.2,3.9,9.46,0,0.45
,316,103,3,3.1,3.6,9.19,1,0.68
,320,105,3,3.4,3.9,9.36,1,0.71
,308,105,4,4.3,4.2,9.46,0,0.56
,326,106,4,3.8,4.1,9.67,1,0.78
,296,96,1,2.2,2.2,8.48,0,0.4
,321,107,4,3.8,4.0,9.38,1,0.75
,300,98,2,2.4,2.4,8.41,0,0.47
,307,102,2,2.7,2.9,8.58,0,0.57
,321,104,3,3.3,3.8,9.42,1,0.69
,302,102,3,3.7,3.6,9.1,0,0.53
,296,100,3,3.9,3.5,9.44,0,0.41
,310,98,1,1.9,2.7,8.72,1,0.55
,291,94,1,2.8,2.1,9.34,0,0.35
,312,104,3,3.4,3.6,8.97,0,0.65
,307,101,2,2.6,2.9,8.54,1,0.56
,322,107,4,3.7,4.2,9.54,1,0.77
,301,95,1,1.4,1.8,8.06,1,0.45
,301,100,2,2.7,2.6,8.77,0,0.47
,323,104,3,3.4,4.2,9.6,1,0.72
,326,106,4,3.7,4.4,9.66,1,0.78
,306,102,3,3.1,3.2,8.68,0,0.56
,300,99,2,2.8,2.7,8.63,0,0.48
,317,102,2,2.6,3.4,9.13,1,0.67
,322,101,3,3.1,4.0,9.64,1,0.69
,312,101,2,2.5,3.2,8.69,1,0.61
,331,106,4,4.2,4.7,9.86,1,0.81
,298,101,3,3.9,3.6,9.32,0,0.44
,319,99,2,2.6,4.2,9.67,1,0.63
,316,109,4,4.2,4.2,9.28,0,0.71
,298,99,2,3.2,3.0,9.02,0,0.43
,305,104,3,3.8,3.7,9.19,0,0.54
,301,101,3,3.3,3.1,8.94,0,0.48
,321,105,4,3.6,4.0,9.43,1,0.76
,300,98,2,2.0,2.2,8.22,0,0.48
,309,102,3,3.0,3.4,8.81,0,0.59
,299,103,4,4.2,3.8,9.47,0,0.45
,294,96,2,2.7,2.3,8.98,0,0.38
,318,102,3,3.2,3.9,9.44,1,0.66
,314,102,2,2.8,3.4,9.09,1,0.63
,321,102,3,3.1,4.2,9.64,1,0.71
,314,101,2,2.6,3.3,9.05,1,0.62
,318,105,4,3.5,3.9,9.24,1,0.71
,314,105,3,3.4,3.5,9.11,1,0.68
,308,107,4,4.4,4.3,9.49,0,0.57
,305,101,2,2.9,3.1,8.58,0,0.56
,315,104,3,3.0,3.4,8.87,1,0.66
,303,103,3,3.6,3.3,9.02,0,0.52
,305,105,4,4.1,3.9,9.3,0,0.53
,297,99,2,3.2,2.9,9.09,0,0.42
,309,102,3,3.1,3.6,8.89,1,0.61
,312,101,2,2.4,3.0,8.6,1,0.6
,321,106,4,3.7,4.1,9.37,1,0.73
,306,102,3,3.4,3.6,8.97,0,0.55
,309,101,2,2.8,3.2,8.92,0,0.58
,312,104,3,3.3,3.4,8.74,0,0.65
,302,100,2,2.8,2.9,8.81,0,0.49
,330,113,5,4.6,4.7,9.76,1,0.88
,313,100,2,2.6,3.2,9.05,1,0.62
,297,96,1,1.7,1.8,8.12,0,0.42
,298,98,2,2.6,2.6,8.66,0,0.44
,305,102,3,3.4,3.3,8.84,0,0.54
,318,100,3,3.1,4.0,9.67,1,0.68
,313,100,2,2.5,3.4,9.12,1,0.58
,336,109,5,4.5,4.9,9.91,1,0.9
,318,104,3,3.2,3.9,9.3,1,0.69
,314,100,2,2.7,3.5,9.23,1,0.63
,325,101,3,3.5,4.5,9.82,1,0.75
,298,98,2,2.9,2.9,8.93,0,0.44
,328,107,4,4.0,4.4,9.77,1,0.81
,295,97,2,2.5,2.2,8.57,0,0.41
,311,100,2,2.3,3.1,8.78,1,0.58
,315,106,4,3.9,4.3,9.37,1,0.7
,297,102,3,4.2,3.9,9.52,0,0.42
,301,100,2,3.0,3.1,8.8,0,0.5
,324,106,4,3.7,4.3,9.63,1,0.77
,297,100,3,3.7,3.3,9.23,0,0.42
,309,101,2,2.5,3.0,8.6,1,0.59
,329,109,4,4.3,4.5,9.78,1,0.81
,334,110,5,4.6,4.8,9.89,1,0.88
,331,110,5,4.5,4.7,9.8,1,0.87
,312,105,3,3.5,3.7,9.2,0,0.62
,315,102,3,2.7,3.7,9.22,1,0.66
,334,110,5,4.6,4.8,9.88,1,0.88
,317,103,3,3.1,3.5,8.99,1,0.65
,322,106,4,3.6,4.1,9.46,1,0.76
